%1. Title : 
%
%2. Sources : 
%
%
%
@RELATION Imagette

@ATTRIBUTE  Black_Pixel_1 NUMERIC
@ATTRIBUTE  Black_Pixel_2 NUMERIC
@ATTRIBUTE  Black_Pixel_3 NUMERIC
@ATTRIBUTE  Black_Pixel_4 NUMERIC
@ATTRIBUTE  Black_Pixel_5 NUMERIC
@ATTRIBUTE  Black_Pixel_6 NUMERIC
@ATTRIBUTE  Black_Pixel_7 NUMERIC
@ATTRIBUTE  Black_Pixel_8 NUMERIC
@ATTRIBUTE  Black_Pixel_9 NUMERIC
@ATTRIBUTE  Airs_1 NUMERIC
@ATTRIBUTE  Airs_2 NUMERIC
@ATTRIBUTE  Airs_3 NUMERIC
@ATTRIBUTE  Airs_4 NUMERIC
@ATTRIBUTE  Airs_5 NUMERIC
@ATTRIBUTE  Airs_6 NUMERIC
@ATTRIBUTE  Airs_7 NUMERIC
@ATTRIBUTE  Airs_8 NUMERIC
@ATTRIBUTE  Airs_9 NUMERIC
@ATTRIBUTE  Harris_Corners_1 NUMERIC
@ATTRIBUTE  Harris_Corners_2 NUMERIC
@ATTRIBUTE  Harris_Corners_3 NUMERIC
@ATTRIBUTE  Harris_Corners_4 NUMERIC
@ATTRIBUTE  Harris_Corners_5 NUMERIC
@ATTRIBUTE  Harris_Corners_6 NUMERIC
@ATTRIBUTE  Harris_Corners_7 NUMERIC
@ATTRIBUTE  Harris_Corners_8 NUMERIC
@ATTRIBUTE  Harris_Corners_9 NUMERIC
@ATTRIBUTE Class  {accident, bomb, car, casualty, electricity, fire-brigade, fire, flood, gas, injury, paramedics, person police, road-block}

@DATA
70,432,65,195,295,180,106,187,208,0,30.5,10.5,9.5,17.5,21,18.5,15.5,32,1844,16,22,1826,1840,1768,27,1816,1807,police
129,476,61,314,229,252,149,266,145,21,27,7.5,17.5,13.5,60,22.5,19.5,0,60,1295,5,1815,1845,13,1796,35,1752,police
117,487,164,87,410,249,130,274,88,20.5,22.5,10,22,5.5,28,19.5,25,14,12,30,1810,7,1839,1765,1807,1799,1738,police
93,187,117,172,332,214,222,212,163,10,19,16.5,22.5,23.5,26.5,2.5,3,18.5,1798,18,1716,1753,1620,1608,1780,1642,4,police
121,198,77,205,397,242,109,246,66,19.5,47.5,10,27.5,42.5,34,10,32,10.5,12,3,1769,1700,12,26,1770,1562,27,police
177,428,117,280,296,262,81,280,137,18.5,16,11,17.5,12.5,21.5,5,32,16,14,8,1745,1791,34,32,1814,1787,1756,police
161,295,85,291,293,273,137,264,110,18.5,44,9,22.5,30.5,30.5,14,43,14,23,6,1796,1712,1781,32,1751,1714,1759,police
103,342,168,275,306,234,119,262,120,17.5,31.5,18,29.5,24.5,27.5,15,39,14,11,61,41,34,1665,31,1756,1573,16,police
154,201,174,167,309,180,192,230,138,16,20.5,7,16.5,27,16,3.5,13,20,1844,1722,1822,1796,14,1793,1774,32,1669,police
132,419,326,361,433,304,185,394,113,16.5,15.5,6.5,29,30.5,18,8,19.5,9.5,1800,1846,1763,1676,1822,1703,1744,1829,24,police
104,403,169,398,529,441,297,392,110,11.5,33.5,5,33,34.5,33,24,23,11.5,1790,11,1769,1787,1788,1791,1678,1803,1818,police
283,621,284,364,477,494,288,341,146,27,13,7,19.5,14.5,27.5,20,32,10.5,1765,14,1798,1756,1720,1796,1731,1800,1790,police
85,597,248,382,592,450,303,565,73,8,20.5,18,32,17,25,18,27.5,8.5,7,1731,1796,1843,1509,1702,1765,1796,24,police
118,313,86,221,299,181,63,269,109,19.5,32.5,16,31.5,52.5,60.5,9.5,33.5,16,1750,1778,1820,31,1838,24,1766,40,1796,police
181,433,190,239,371,233,220,233,160,18,19.5,5,16,22,19,20,19.5,12.5,1807,35,1672,1578,1711,1687,1714,1738,1780,police
182,396,276,324,324,227,49,333,175,24.5,13.5,6.5,33.5,15.5,10,7.5,56,14,1766,12,1737,1759,1789,1782,1816,1651,1757,police
278,308,292,253,350,232,244,285,209,21.5,5,4.5,11,44.5,3,15,10,4,1811,1764,1681,1780,1775,1838,1762,1740,1757,police
148,466,256,322,245,255,79,391,11,20.5,16.5,12,32,16,25.5,10,36,1,16,90,4,1686,1814,1725,18,1587,1845,police
299,341,151,285,149,233,242,256,185,19.5,40,0,1,8,19,20.5,9,25,1833,1814,1711,1726,1826,1837,1823,1814,1827,police
289,322,211,377,333,252,34,439,40,39,21.5,0,21.5,10.5,22,3,22,5.5,1829,1799,1836,1788,1813,1800,1833,1704,1836,police
172,298,115,216,372,187,89,290,118,10,16.5,16,18.5,14.5,16,11.5,31,15,1839,1826,35,7,1786,1819,18,1595,17,police
121,349,184,242,372,215,115,391,12,14,40.5,21,21.5,11,16,15,31,1,1770,1840,1843,1762,1818,1809,1771,1638,10,police
224,368,202,219,320,199,105,388,9,14.5,34.5,17.5,30.5,7,10,15.5,55.5,0,1833,1834,1823,12,1837,1736,1786,1567,1844,police
112,179,144,22,231,140,114,122,39,0,14.5,9.5,4.5,19.5,28,27.5,5.5,8,36,1738,1754,20,1831,1740,23,8,1807,police
87,178,134,132,229,108,81,154,60,16.5,14.5,23.5,26.5,7.5,24.5,0,18,14.5,18,1620,1724,13,1836,1727,19,11,1754,police
41,232,115,148,250,73,108,137,103,9,21.5,23,31,24.5,10.5,26,11,24.5,1814,18,1704,1821,1587,32,1688,1675,1704,police
203,421,234,330,164,205,328,189,138,46,17,19.5,7,0,23,11.5,13.5,18,1824,1807,6,1789,1797,1807,1669,1778,1804,police
188,363,66,297,210,192,158,316,87,18,26,0,6,10.5,38.5,20.5,34,13,1799,1731,1810,1831,1836,1616,1764,89,20,police
229,339,51,518,218,191,190,245,100,31.5,28.5,4.5,27,31.5,37.5,23.5,25.5,14,1834,1826,27,1725,1798,1830,1805,1705,1746,police
64,214,56,173,320,157,144,251,50,11,35,10,21,481,21,13.5,33,8.5,1791,1569,1815,1706,1807,1845,10,1769,22,police
63,304,106,188,433,192,169,317,47,9,18.5,6,20,16,19.5,12,28,6,1823,1720,46,1667,153,1744,1791,1702,1811,police
91,127,108,58,124,189,106,45,161,17.5,8.5,0.5,16,13,17,22,2,48,30,3,3,24,1828,1789,1739,1791,2,police
143,109,47,138,157,140,133,43,157,24,4.5,4,2,22.5,17.5,21,8.5,25.5,1740,1802,1801,1791,21,1841,1634,1817,1599,police
100,211,104,175,316,122,151,124,149,22,13,19.5,11,16.5,11,19,13.5,24.5,1772,1837,1811,1736,51,8,1725,18,1766,police
97,155,81,203,177,147,168,79,96,20,20.5,16.5,18,14,39,34,22.5,24.5,1736,22,1753,62,1783,5,14,12,30,police
125,136,46,168,254,125,137,117,149,46,21,8.5,11.5,20,26,27,8.5,36,1772,1733,1790,27,1824,4,1608,42,1693,police
63,347,71,158,269,284,205,245,165,9,35,8.5,18.5,4,30,12.5,6,14,1807,1842,1842,1768,1813,1772,1808,1840,8,police
10,425,202,164,242,307,180,344,100,1,40,12,17.5,2,36,27.5,29.5,15,4,1673,1846,7,1810,1811,1788,1759,1820,police
60,443,76,141,235,258,106,263,54,6,36,8.5,23.5,2.5,33,18.5,37.5,4,1833,1810,10,1690,1685,1840,11,1793,1805,police
13,459,63,336,252,331,154,413,42,1.5,26,7,70,7.5,33.5,21.5,23.5,0,6,1584,1820,28,1673,1799,1790,1836,1839,police
69,431,3,272,186,240,259,272,273,10,36,0,27.5,7,29.5,3.5,14,9,5,1664,2,92,1799,1747,1802,7,1843,police
129,421,44,182,265,222,145,274,42,21.5,35,7,9,34,63.5,22.5,37,0,1733,1676,1818,1828,9,1700,1805,30,23,police
204,421,66,229,131,233,96,285,117,23,23,8.5,17,6,30.5,17,31,0,1756,1820,1782,1753,1836,1833,1811,1785,1808,police
157,341,6,225,70,210,114,223,67,19,27.5,0.5,7,0,31.5,20,17,11,1801,1839,8,1786,2,1781,1837,31,29,police
188,331,31,300,81,205,177,204,21,26,34,5,25,16,73,11.5,28.5,0,1811,1740,1818,1815,4,18,1735,1766,8,police
125,398,6,201,199,219,30,300,44,19,31.5,0.5,22.5,10.5,71.5,5,21.5,6,1700,1735,8,1838,1823,1659,20,1828,1828,police
32,409,47,155,204,230,94,251,69,2,53.5,5,51,10.5,26.5,16.5,28,13,1843,1652,1833,1817,1812,1756,1796,7,1812,police
72,417,37,189,229,201,150,186,2,8,55.5,5.5,35,12,48,17,26,0,11,45,1820,31,1823,1787,1780,15,4,police
149,321,146,173,57,144,28,253,67,22,27.5,0,20,4.5,47.5,5,42.5,0,1803,1839,2,1834,24,1715,13,1772,14,police
26,404,113,166,223,231,98,282,124,4,21.5,14,57.5,4,49,16.5,22.5,20.5,12,1751,1808,1724,197,1734,1827,24,1751,police
71,383,20,117,228,202,130,236,38,10.5,33,3,35,5,89,22,32,0,1804,1581,1837,11,10,33,1810,8,1815,police
110,196,94,119,217,179,34,203,33,18.5,10.5,5,31.5,2,26.5,8.5,37,6,7,1831,1734,1727,1832,1775,1822,1564,22,police
132,191,174,42,179,39,62,113,127,29.5,19.5,25,0,2.5,8,0,16.5,31,1770,22,1793,8,1807,1807,9,17,1682,police
100,217,82,81,212,187,80,124,98,25.5,14.5,14,11,4.5,26,21,19.5,13.5,12,1791,31,54,1834,1483,1752,12,1782,police
205,350,195,108,416,110,197,245,215,51.5,15,15.5,4,11.5,1,14.5,5,10.5,1840,1813,1846,1829,1825,1833,1574,1783,9,police
130,361,257,157,423,217,82,338,37,20.5,10.5,9,36,13.5,22,13,33,4,1755,1801,1676,1720,1673,1817,1786,1766,19,police
135,351,116,205,396,194,127,274,126,27.5,11,14,21.5,14,19.5,18.5,32,19.5,1802,1827,1837,1711,1806,4,1679,1651,1762,police
140,269,126,180,451,170,204,178,193,4,15.5,20,2,20,3.5,13.5,10,4,5,1798,1816,1843,1847,1840,1785,1766,1832,police
65,396,222,197,236,247,249,202,183,6,19,11.5,19.5,16.5,3,10,8,12,1797,1834,6,1792,1816,1799,1753,1757,1742,police
543,746,140,416,180,437,286,513,210,20.5,18.5,8.5,6.5,0,18.5,20.5,23,9.5,1829,286,1726,1812,1825,1832,2,1810,1745,police
197,481,14,560,438,418,418,304,186,19,29,2,20,30,28.5,25,16,27.5,99,1806,1834,1761,1795,1812,1810,1836,1824,police
202,500,105,241,261,229,174,396,217,20.5,21,0,7,10.5,18,22,15,14.5,85,1676,10,1769,1796,1821,1834,1829,1834,police
28,677,81,294,328,303,25,335,328,3.5,45.5,8.5,36,5,24,0,17,12.5,6,165,1809,1779,1838,1842,7,1828,1844,police
5,722,18,279,438,315,84,166,366,0,28.5,0,30,5.5,19,0,8,18.5,4,1811,2,37,1822,1818,3,1825,1843,police
114,217,116,152,318,110,139,200,138,23,4.5,5,5,14,2,19.5,8,23.5,8,1834,1829,1831,1789,1812,1809,24,1824,police
127,147,131,140,299,127,197,89,155,10,5,21,9.5,25,10,22.5,0.5,20,52,1773,1827,1827,1837,1838,1799,1839,1790,police
96,219,125,178,322,134,194,188,117,9,16,0,14,15,13,14.5,7,19,1831,1820,1822,1834,1842,1782,1799,1747,1716,police
3,245,145,160,397,153,177,267,149,0,28.5,6.5,19,343,0,9.5,9.5,21,1,3,1842,1687,1829,1820,1829,1787,1825,police
186,186,166,184,501,171,228,223,135,7,0,6.5,13,645.5,22,21.5,22,14,1793,1840,6,1826,1788,1815,1779,1633,16,police
153,203,177,171,450,212,222,349,168,38,2,16.5,7,12.5,8.5,12.5,16.5,27,1793,1792,1832,1835,1801,1700,1763,1770,1820,police
191,186,124,150,408,201,170,309,148,5.5,17,6.5,6.5,15,5,25.5,19.5,11,16,1833,1760,1773,1794,1816,1762,1742,16,police
233,294,180,183,445,212,233,309,172,42.5,15,37.5,5,18.5,14.5,18,16.5,18,1804,1720,1833,1807,1820,1802,1812,1819,1770,police
239,330,29,446,236,235,170,288,78,26,24,3.5,16,12.5,30,14,33,12.5,1744,15,1835,1314,1806,1721,1715,1657,18,police
91,325,203,178,315,198,179,205,123,10,12,18.5,16,5,4,21,12.5,1,11,1829,1809,1812,1819,1791,1800,1782,1752,police
160,212,154,180,365,243,244,257,207,21,0,20.5,7,14.5,5,23.5,6,27.5,1694,1831,5,1825,1813,1820,1829,1801,1775,police
208,214,60,199,519,259,199,392,120,7,29,0,1,28,27.5,22.5,24,15.5,1827,1733,20,1838,1733,1782,1820,1728,65,police
125,257,22,175,393,186,151,304,163,5,20,0,3,22.5,9.5,14,12.5,10,1770,68,15,1796,1837,1828,1793,11,33,police
141,223,46,207,387,227,187,346,119,11.5,16.5,0,15,16,18.5,21.5,22,11,1796,43,6,1841,1831,1828,1798,1731,16,police
129,209,110,166,279,146,137,256,85,9.5,6,0,13.5,24.5,10,14.5,16.5,9,1836,1797,1845,1816,1794,1798,1774,16,12,police
72,274,182,211,446,220,219,336,85,9.5,27,0,9,35.5,9,16,24.5,11.5,1816,1695,1842,1828,1842,1836,1808,1780,50,police
169,305,191,264,585,252,256,400,241,28,14,22.5,10,14,3,23.5,8,18.5,1832,1806,1819,1824,1805,1805,1728,1747,1790,police
133,339,309,256,418,302,354,404,86,5,15,3,7,13.5,19,11,25,9,1847,1789,1839,1819,1844,1802,1841,1678,16,police
99,454,269,292,384,238,224,390,169,11.5,16,0,22,16,11,17.5,21,18.5,13,1828,10,1829,15,1507,1722,1736,1805,police
106,311,61,199,536,225,184,333,309,12,30,6,9,57.5,8,9.5,6,4.5,1743,1843,14,1843,1814,1746,1841,1828,3,police
236,325,89,272,131,236,249,215,169,24.5,29.5,0,12.5,15,20.5,15,0,13.5,1804,1784,20,1833,35,1784,7,1836,1822,police
69,306,96,134,193,193,187,304,232,10,33.5,0,1,13,28.5,21,19.5,11,1840,1602,51,1839,1726,13,1701,1807,1802,police
72,391,75,95,163,184,145,134,215,16.5,34,11.5,9.5,19,23.5,25.5,10,8.5,32,1786,1801,23,1843,1644,22,1825,1799,police
218,376,24,431,87,263,343,179,272,18.5,20,2,13.5,16,29.5,16,1,1,1826,1648,1830,1825,1832,1752,1661,1838,1817,police
159,372,57,252,220,238,100,248,204,24.5,24.5,7.5,15,6,30,15,15.5,26.5,1752,36,44,1830,1838,1586,1790,1692,1774,police
144,318,128,282,108,221,219,182,178,6.5,18.5,0,20,14,25.5,25.5,7,22.5,1830,1819,2,1731,1785,1811,1766,1811,1819,police
288,278,44,358,220,240,211,158,248,12.5,29.5,0,19,17,28,16.5,4,24.5,1758,1590,5,1808,1778,1755,1812,1820,1836,police
201,457,5,250,252,304,193,372,256,5.5,31,0,13,5.5,32.5,7.5,2,6,52,1706,4,1820,1809,1813,1818,22,1839,police
3,359,43,177,205,188,97,208,94,0,17,0,20,5.5,30.5,18,24,20,2,1781,1843,1771,1782,1621,1757,1732,25,police
75,342,71,125,220,159,47,250,14,10,29,0,9,16.5,31,8,39,0,1824,1650,9,1788,5,1734,10,1733,1838,police
108,750,65,597,378,415,541,316,480,5.5,26,3,7,6.5,30,27.5,8.5,8.5,1834,1834,1828,1759,20,1796,1807,1826,1835,police
167,673,4,477,271,347,259,325,154,7.5,31.5,0,20.5,5.5,28.5,19,18,28.5,1804,1821,4,1757,1840,1809,1818,1828,1843,police
149,439,82,180,308,308,176,278,263,19.5,20,8.5,13,13.5,27,11,12.5,15,1793,1813,1831,11,1808,1830,1793,1766,1835,police
53,452,71,266,388,388,271,354,242,5,32.5,7.5,14.5,10.5,22,18.5,12,11,5,1691,1830,19,1763,1841,1843,86,1763,police
190,416,135,172,297,276,249,293,242,21,25.5,15,6.5,17,6.5,0,30,11,1725,1646,1803,1838,1817,1775,57,1832,1805,police
122,140,227,157,159,177,200,137,127,23.5,5,10.5,9,0,7.5,13.5,1,22,1789,1835,1796,1843,1828,6,1666,1833,1808,road-block
162,136,217,182,171,224,241,187,148,28,6.5,18.5,35.5,0,8,18.5,2,23.5,1797,1813,1833,1774,1808,1837,1753,1818,1822,road-block
122,174,202,208,158,174,192,171,157,19,9.5,19.5,10,0,4,20.5,0,22,1768,16,1773,2,1809,1728,1810,1821,1813,road-block
108,182,183,178,150,199,203,162,117,18,1,16.5,10.5,0,12.5,16.5,3,18.5,1784,44,1827,1835,1836,1788,1694,1807,1754,road-block
204,240,259,288,217,290,326,237,183,24.5,23.5,28.5,8,2.5,9.5,16.5,3.5,22,1783,1773,1677,135,1818,1797,1698,1809,1774,road-block
38,282,43,126,151,178,74,27,58,0,0,0,9,2,0,22.5,0,0,10,2,26,1818,1793,31,11,11,27,road-block
137,108,109,186,168,259,205,179,21,18,1,1,10,0,28.5,13.5,13,3,1696,5,1825,1770,1795,1731,1799,1838,10,road-block
138,22,160,132,135,160,187,144,160,0,2,27,9.5,1,4,16.5,2,21.5,47,1843,4,58,1838,1805,1715,1836,1726,road-block
39,1,51,272,135,197,71,149,29,8.5,0,0,15.5,0,19.5,4,0,1,6,1,5,1826,1839,1842,1795,1782,1838,road-block
91,182,172,189,387,241,107,195,30,2,0,0,17,0,25.5,9,3.5,3,1815,1813,26,1733,14,1743,1802,1835,1834,road-block
224,277,50,187,164,211,200,202,115,13,6.5,8,1,6.5,8.5,11.5,10.5,12,1752,1657,1816,1717,1808,1818,1815,1808,1793,road-block
179,281,199,265,202,360,271,256,154,16.5,7.5,10,14.5,2.5,18.5,10.5,14.5,16.5,13,10,1833,1813,1825,1800,1826,1839,38,road-block
350,428,334,420,243,655,307,351,252,23.5,8.5,10.5,6.5,2,10.5,9.5,17.5,23,1842,1839,1806,1768,1839,1772,1765,1694,1824,road-block
268,325,358,284,246,378,246,317,161,24,6.5,12.5,34.5,5.5,17.5,10.5,13.5,17,1833,1821,1804,1613,1807,1775,1831,1840,1800,road-block
167,359,161,370,213,434,396,321,52,14,9.5,16,17,4.5,36.5,9.5,15,5,1796,1810,1834,1752,1836,1841,1840,1823,1826,road-block
104,111,133,124,117,97,121,12,145,24,5,11.5,5,0,5,10,0.5,29,1732,1798,2,1756,1833,1813,3,3,1755,road-block
110,179,107,75,126,145,84,37,160,23,14,12.5,8,0,1,15,3,28.5,1721,1675,1842,24,1821,1838,10,1812,1773,road-block
128,174,161,123,92,120,168,138,138,25.5,6,26.5,2,1,1.5,19.5,4,24.5,1760,7,1783,1770,1814,1837,1787,1804,1815,road-block
126,154,164,169,122,156,167,76,143,24,12,24,1,0,2,14.5,7,27.5,1761,47,33,1837,1823,1841,1639,1796,1795,road-block
109,203,171,138,98,143,156,26,148,19.5,11,14.5,36,2.5,0,15.5,3.5,24.5,1761,1818,1827,1705,1815,1831,1618,1833,1727,road-block
424,680,298,296,229,390,465,363,153,19,12.5,8,7,5,24.5,16.5,23,15,13,1842,1844,1843,68,1839,1839,1816,1805,road-block
459,453,616,158,332,301,313,344,471,24,9.5,1.5,8.5,0,13.5,11.5,6,26.5,1820,1802,1841,1836,1842,1839,1842,1835,1834,road-block
186,182,264,328,281,451,280,231,173,18.5,0,18.5,10.5,2,20.5,12.5,4,16,1845,1837,1844,1840,1832,1820,1842,1836,45,road-block
202,426,229,320,145,403,391,292,184,14,18.5,24.5,13.5,1,25.5,13.5,6,19,1841,1827,1835,1819,1842,38,1810,1809,1791,road-block
320,403,244,373,250,517,402,375,271,22.5,4.5,12,10,4.5,14.5,14.5,3,14,1802,1832,1826,1822,1829,1746,1785,1830,10,road-block
111,151,174,118,147,194,173,125,108,23,4.5,25.5,10,1,7,16.5,12.5,23.5,1788,1846,1835,1790,1824,1789,1763,1789,1772,road-block
134,190,165,136,125,177,199,163,136,24.5,9,27.5,4,3.5,9.5,15.5,9,24.5,1803,1706,1775,1842,1828,1784,1816,1737,1627,road-block
181,193,226,160,73,207,235,192,177,27,6.5,24.5,7,0.5,6,19.5,10.5,26.5,1675,1737,1837,1797,1836,1773,1741,1778,1741,road-block
204,208,237,185,97,198,253,192,215,27.5,9,22.5,4,4,2,19.5,3,27,1787,1793,1832,1792,1835,1818,1752,1780,1790,road-block
136,294,229,241,176,179,279,184,199,19.5,9.5,25,13,1,3.5,19.5,5.5,26.5,1784,1759,1810,1761,1799,1837,1575,1824,1762,road-block
186,203,279,250,187,289,269,245,152,22.5,10,17.5,12,5.5,18,14.5,7,21,1764,1824,1832,1805,1829,114,1804,1835,1731,road-block
183,284,402,247,462,276,181,367,337,19.5,18.5,21.5,19,0,11.5,11,9.5,29,14,40,1807,1837,1812,1827,1828,1824,1779,road-block
255,433,337,266,201,261,262,261,224,25.5,10,26.5,13,8.5,13.5,14.5,15.5,21,1798,1814,1746,1636,1806,1639,1838,1829,1787,road-block
217,399,364,223,63,352,137,344,309,14.5,142,26,18.5,0,7.5,6.5,11.5,27,1745,1829,1805,25,1843,1757,1842,1833,1770,road-block
85,273,273,241,220,256,219,138,205,8,5.5,18.5,24.5,4.5,10.5,14.5,4.5,22,7,1839,1798,6,1812,1804,1826,1843,1820,road-block
291,137,342,259,227,257,319,107,273,0,0,15.5,9,5,6.5,19.5,7,29.5,1847,1841,1831,22,1760,1781,1838,1843,1777,road-block
227,395,257,328,214,303,250,256,240,17.5,0,17.5,6,0,3.5,24,4,23,10,1836,1843,1821,1825,1820,1779,1831,1840,road-block
221,226,212,246,232,298,203,265,104,2.5,4,0.5,9.5,0,22.5,21,7,10,85,1831,32,1817,1844,1515,1714,1810,1786,road-block
297,410,312,153,240,326,344,156,244,23,0,18,5.5,4,9.5,25.5,9.5,25,1824,87,1810,1809,1820,1701,1840,1836,1775,road-block
234,139,185,297,109,214,245,220,253,0,5,21.5,4,2,2,27.5,4,26.5,1742,48,1829,1809,1830,1801,1596,1760,1749,road-block
190,176,258,103,174,245,273,229,133,27,4,0,4,3,10.5,21.5,12.5,21,1842,60,1833,1813,1816,1813,1777,1801,41,road-block
172,25,175,258,180,294,221,216,159,27.5,2,0,45,3,7,25.5,4,22,1828,2,1829,3,1826,1839,1773,1823,1723,road-block
243,6,227,154,232,349,224,229,156,28.5,0,0,3,0,11,19,15.5,20.5,18,8,1835,1822,1821,1744,1841,1789,57,road-block
249,243,199,322,230,333,302,256,192,36,9,0,1,0,4.5,20.5,9.5,20,1834,21,1793,1827,1763,1838,1818,1766,1803,road-block
225,154,203,323,229,310,328,202,169,23.5,18,0,7.5,0,13,19.5,8,20,1825,1703,1832,1811,1840,1797,1833,1827,1786,road-block
289,286,159,338,236,294,288,217,206,0,17,9,7.5,0,7.5,27.5,5,25,1842,1837,1786,1759,1780,1758,1770,1829,1766,road-block
141,122,64,268,132,196,150,172,127,0,0,1.5,10.5,0,15,19,2,17,1832,16,12,1736,1838,159,1744,1834,1771,road-block
49,140,64,196,402,208,64,163,32,1.5,0,0,22.5,0,24.5,6,3,2,4,1838,7,1776,41,1756,1772,1784,1831,road-block
153,75,164,213,179,234,145,200,153,19.5,0,11.5,11.5,0,7,19,1,17.5,1809,10,1839,1761,1839,1797,1735,1725,1802,road-block
18,88,43,184,96,210,95,170,21,0,0,2,15.5,0,25.5,7,3,1,8,16,5,1824,1828,1677,1760,1762,6,road-block
68,64,66,159,117,136,79,27,75,0,0,9,8.5,0,10.5,29.5,0,14,28,10,1791,8,1830,1812,11,5,1794,road-block
144,0,47,254,115,215,190,68,129,0,0,4.5,5,0,17,20.5,7.5,16.5,64,0,4,1768,1842,1798,38,1787,23,road-block
163,429,78,85,144,228,219,201,65,31,0,9.5,0.5,0,26.5,20,13,9.5,1781,4,8,1835,1843,1757,1830,1844,34,road-block
248,105,169,261,220,207,250,42,273,24.5,3,0,5,1,4,29.5,3,49,1782,1843,36,1626,1816,1833,1818,1840,1844,road-block
210,37,112,294,62,197,231,191,88,0,1.5,0,5.5,0.5,24,19.5,14,13.5,1742,1806,1825,1823,1832,1783,1784,1814,1823,road-block
99,292,273,685,481,481,454,474,446,0,0,0,10,9,10.5,0,8,22,1842,7,1842,1839,1836,1839,1842,1828,1846,road-block
0,0,0,125,104,82,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1842,1834,1839,0,0,0,road-block
618,399,303,522,364,407,583,385,385,0,0,0,0,0,0,0,0,22.5,1846,5,32,1836,1840,1817,1845,1844,1806,road-block
447,306,407,574,384,421,583,435,447,0,9.5,13.5,6.5,3,7.5,22.5,9,25.5,1841,1844,1834,1845,1844,1845,1847,1841,1817,road-block
417,170,369,298,283,438,491,440,329,0,2.5,0,2.5,9.5,10,11.5,8.5,17,1703,1832,1818,19,1837,1826,1788,1810,1719,road-block
240,79,336,392,235,363,385,399,266,0,0,11.5,7,5.5,9.5,18.5,5,10,1835,1835,1841,1832,1844,1760,1841,1800,1733,road-block
103,502,192,372,264,328,264,371,247,0,0,2.5,17.5,6.5,12.5,17.5,5,18,1819,25,1828,1774,1827,1786,1832,1820,1748,road-block
263,1020,64,483,333,536,374,424,227,8.5,0,0,9,3,18.5,15.5,5,15.5,1842,1840,1839,1810,1802,1452,1838,1828,1843,road-block
93,13,90,465,126,348,33,299,65,0.5,0,1.5,27.5,0,18.5,2,2,3,1766,3,1839,1756,1671,30,14,1816,1820,road-block
239,195,159,379,581,303,163,328,227,14.5,7,0,20.5,0,11.5,14,2,16.5,3,1816,1806,1559,22,1795,1812,1832,1778,road-block
87,190,260,176,151,194,215,168,124,14,20,13.5,7.5,2,3,16.5,8.5,18,1786,1831,1773,1808,1815,1814,1814,1765,33,road-block
148,301,167,206,152,272,226,212,147,18,13,17,1,16.5,3,17.5,8.5,15,1830,13,1843,1838,14,1824,1813,1813,1654,road-block
135,143,206,201,172,219,226,190,91,19,11.5,23.5,2,0,11,14.5,17.5,15,1781,11,1841,3,1821,1773,1792,1764,1814,road-block
234,220,243,329,206,315,288,238,169,26.5,24.5,0,15,3,9,21.5,5,22.5,1825,1831,1836,1836,1780,1786,1836,1799,1741,road-block
123,220,208,229,164,163,230,205,157,17.5,15,27.5,9.5,2,7,20.5,7,23,1755,1819,1823,1679,1821,1846,1844,1827,1740,road-block
199,298,194,228,178,167,240,195,137,24.5,9.5,24.5,7,14.5,9,19.5,12.5,20.5,1818,1819,1843,2,1769,1802,1828,1795,1775,road-block
307,219,196,250,170,224,252,218,198,27,7.5,24.5,3,3,8,27.5,2,26.5,1796,2,1810,1784,1779,1779,1840,1801,1742,road-block
197,251,193,182,108,302,241,196,126,29.5,8,17.5,3,49.5,12.5,25.5,13,20,1825,6,1840,1814,1798,1749,1789,1807,1766,road-block
155,211,216,226,159,244,221,198,180,22,8,24.5,9.5,2,10,22.5,1,24.5,10,1808,1829,1784,1810,1813,1751,1828,1782,road-block
174,249,182,261,190,219,262,217,172,26,9,16.5,4,1.5,14,20.5,3,23,1772,3,1699,1765,1839,1742,1835,1805,1782,road-block
154,92,217,258,204,256,233,193,130,11,7,0,5,0,14.5,20.5,4,18,3,6,1819,1845,1832,1812,1784,1692,37,road-block
129,42,117,208,181,295,202,200,11,0,3.5,7,2,0,30.5,15.5,13,0,1726,11,1795,1797,1843,1803,1842,1841,8,road-block
154,85,108,273,170,255,178,193,144,0,3,0,9,1,17,15,2,11.5,21,1837,3,1671,1836,1670,11,1815,19,road-block
222,48,223,129,201,187,131,179,165,26.5,0,0,3,1,14.5,11.5,9.5,18.5,1502,1840,1720,1825,1826,58,1839,1836,1710,road-block
133,106,88,173,181,303,93,147,49,0,0,0.5,5,1.5,26.5,8.5,12,6,1748,20,6,82,1843,79,1824,1796,1839,road-block
46,42,73,77,151,274,152,142,5,1,0,3.5,8,2,31.5,13,0,0,3,1838,1784,1841,1775,1804,1742,1836,8,road-block
73,84,98,215,169,261,134,172,76,0,0,8.5,12.5,0,19.5,12,2,10,9,27,1813,1821,1831,1609,1806,1828,20,road-block
185,120,229,92,191,404,222,222,189,36,0,12.5,4,4.5,8,22.5,2,22.5,15,22,1843,1828,1832,1768,1787,1829,1748,road-block
127,70,123,167,63,271,137,184,131,0,0,13,12.5,0,11.5,19,2,18,1830,1832,1779,1829,1824,1727,1787,1691,1752,road-block
